名字,tier,entity_type,业界/学界/其他,组织,研究方向,简介,tier_reason,Twitter,活跃情况,备注,source_authority,last_tweet_at,avg_interval_days,arxiv_author_query,openalex_url,scholar_url,github_url,personal_url,arxiv_homepage_url,affiliation_regex,orcid,关联信号,论文链接
François Chollet,P0+,person,,,,,Keras 作者、ARC-AGI 基准创立者，推理评测权威,https://x.com/fchollet,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""François Chollet""",https://openalex.org/A5024393893,,,,,,,,"https://x.com/fchollet/status/2048847002889585150
https://x.com/fchollet/status/2048846942294491573
https://x.com/fchollet/status/2054917911207395384
https://x.com/fchollet/status/2054917282015445076
https://x.com/fchollet/status/2058982905368773040
https://x.com/fchollet/status/2059287178937848158
https://x.com/fchollet/status/2059078037371793739
https://x.com/fchollet/status/2056970296142479852
https://x.com/fchollet/status/2056784300725715160
https://x.com/fchollet/status/2057101980393439312
https://x.com/fchollet/status/2056777649880752160
https://x.com/fchollet/status/2056811265092370443
https://x.com/fchollet/status/2057532308056604788
https://x.com/fchollet/status/2057572065251885376
https://x.com/fchollet/status/2057571937384313025
https://x.com/fchollet/status/2058211474217328853
https://x.com/fchollet/status/2058211474217328853
https://x.com/fchollet/status/2060420700784205866
https://x.com/fchollet/status/2060470728454246464
https://x.com/fchollet/status/2060695962600009969
https://x.com/fchollet/status/2060695962600009969
https://x.com/fchollet/status/2063350697626845639
https://x.com/fchollet/status/2063288883052491011
https://x.com/fchollet/status/2063809469801464007"
Wojciech Zaremba,P0+,person,,,,,OpenAI 联合创始人,https://x.com/woj_zaremba,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Wojciech Zaremba""",https://openalex.org/A5076651586,,,,,,,x:2061480571654766755,https://x.com/woj_zaremba/status/2061480571654766755
Quoc V. Le,P0+,person,,,,,Google 杰出科学家，seq2seq/AutoML/神经架构搜索奠基,https://x.com/quocleix,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Quoc V. Le""",,,,,,,,arxiv:2606.03303,https://arxiv.org/abs/2606.03303
Mark Chen,P0+,person,,,,,OpenAI 首席研究官（CRO）,https://x.com/markchen90,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Mark Chen""",,,,,,,,x:2062265524663250961,https://x.com/markchen90/status/2062265524663250961
Mira Murati,P0+,person,,,,,Thinking Machines 创始人、前 OpenAI CTO,https://x.com/miramurati,,[2026-06扩充] 来源:graph · 赛道:产业·应用,,,,"au:""Mira Murati""",,,,,,,,x:2062763751389216979,https://x.com/TechCrunch/status/2062763751389216979
Diederik P. Kingma,P0+,person,,,,,Adam 优化器 / VAE 作者，现 Anthropic,https://x.com/dpkingma,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Diederik P. Kingma""",https://openalex.org/A5024065815,,,,,,,,
Tianqi Chen,P0+,person,,,,,TVM/XGBoost/MLC-LLM 作者，MLSys 宗师（CMU/NVIDIA）,https://x.com/tqchenml,,[2026-06扩充] 来源:graph · 赛道:AI infra·MLSys,,,,"au:""Tianqi Chen""",,,,,,,,"arxiv:2605.31463,x:2061512780167958733,arxiv:2605.31463","https://arxiv.org/abs/2605.31463
https://x.com/tqchenml/status/2061512780167958733
https://arxiv.org/abs/2605.31463"
Meta AI (FAIR),P0+,company,业界,,,,Meta 官方 AI 实验室，旗舰机构必追,https://x.com/AIatMeta,,[2026-06扩充] 来源:seed · 赛道:产业·机构,,,,,,,,,,,,,
智谱 AI Zhipu,P0+,company,业界,,,,中国大模型旗舰（GLM），handle 待 Stage3 补,,,[2026-06扩充] 来源:seed · 赛道:产业·机构,,,,,,,,,,,,,
Moonshot AI (Kimi),P0+,company,业界,,,,中国大模型旗舰（Kimi），handle 待 Stage3 补,,,[2026-06扩充] 来源:seed · 赛道:产业·机构,,,,,,,,,,,,,
Qwen (官方),P0+,company,业界,,,,阿里通义千问官方，开源旗舰,https://x.com/Alibaba_Qwen,,[2026-06扩充] 来源:seed · 赛道:产业·机构,,,,,,,,,,,,,
Noam Shazeer,P0+,person,,,,,Transformer 作者，Character.AI/Google,https://x.com/NoamShazeer,,[2026-06扩充] 来源:seed · 赛道:认知模型,,,,"au:""Noam Shazeer""",https://openalex.org/A5021878400,,,,,,,,
Jared Kaplan,P0+,person,,,,,Anthropic 联创，scaling laws，handle 待补,,,[2026-06扩充] 来源:seed · 赛道:认知模型,,,,"au:""Jared Kaplan""",https://openalex.org/A5053213601,,,,,,,,
Alec Radford,P0+,person,,,,,GPT/CLIP 作者,,,[2026-06扩充] 来源:seed · 赛道:多模态·认知,,,,"au:""Alec Radford""",https://openalex.org/A5051250767,,,,,,,,
John Jumper,P0+,person,,,,,AlphaFold，2024 诺贝尔化学奖，handle 待补,,,[2026-06扩充] 来源:seed · 赛道:AI4Science,,,,"au:""John Jumper""",https://openalex.org/A5059179935,,,,,,,,
Christopher Manning,P0+,person,,,,,Stanford NLP 宗师，GloVe/依存解析,https://x.com/chrmanning,,[2026-06扩充] 来源:seed · 赛道:认知模型·NLP,,,,"au:""Christopher Manning""",,,,,,,,x:2062216638624321653,https://x.com/chrmanning/status/2062216638624321653
Hieu Pham,P0,person,业界,xAI,MLSys,Fomerly at Google Brain,前Google Brain研究员，现xAI MLSys核心成员，深度参与大规模训练系统优化。,https://x.com/hyhieu226,非常,,employee,,,"au:""Hieu Pham""",,,,,https://arxiv.org/search/?searchtype=author&query=Hieu+Pham&start=0,,,"x:2048718518196334920,x:2047297550391378227,x:2048718518196334920,x:2048718518196334920,x:2048718518196334920,x:2047691370035634588,x:2051833716314636426,x:2053618934893719790,x:2054228373950681198,arxiv:2605.12824v1,x:2054921872207487366,x:2055819428034744511,x:2056406417389879331,x:2058571852151484745,x:2058571852151484745,x:2059424118144213273,x:2059283525824819330,x:2059085785148891620,x:2059424118144213273,x:2060167378013741560,x:2060674218111754318,x:2060648963670437999,x:2060674218111754318,x:2060648963670437999,x:2064181846746009984","https://x.com/hyhieu226/status/2047691370035634588
https://x.com/hyhieu226/status/2048718518196334920
https://x.com/hyhieu226/status/2047297550391378227
https://x.com/hyhieu226/status/2048718518196334920
https://x.com/hyhieu226/status/2051833716314636426
https://x.com/hyhieu226/status/2047691370035634588
https://x.com/hyhieu226/status/2048718518196334920
https://x.com/hyhieu226/status/2048718518196334920
http://arxiv.org/abs/2605.12824v1
https://x.com/hyhieu226/status/2054921872207487366
https://x.com/hyhieu226/status/2055967501348213011
https://x.com/hyhieu226/status/2055819428034744511
https://x.com/hyhieu226/status/2053618934893719790
https://x.com/hyhieu226/status/2054228373950681198
https://x.com/hyhieu226/status/2056406417389879331
https://x.com/hyhieu226/status/2058571852151484745
https://x.com/hyhieu226/status/2059283525824819330
https://x.com/hyhieu226/status/2059424118144213273
https://x.com/hyhieu226/status/2059085785148891620
https://x.com/hyhieu226/status/2059424118144213273
https://x.com/hyhieu226/status/2058571852151484745
https://x.com/hyhieu226/status/2060167378013741560
https://x.com/hyhieu226/status/2060648963670437999
https://x.com/hyhieu226/status/2060674218111754318
https://x.com/hyhieu226/status/2060648963670437999
https://x.com/hyhieu226/status/2060674218111754318
https://x.com/hyhieu226/status/2064181846746009984"
Lianmin Zheng,P0,person,业界,xAI,MLSys,Member of technical staff at xAI,xAI技术staff，机器学习系统领域专家，曾主导Vicuna、vLLM等高影响力开源推理系统工作。,https://x.com/lm_zheng,非常,,employee,,,"au:""Lianmin Zheng""",,https://scholar.google.com/citations?user=_7Q8uIYAAAAJ&hl=en,https://github.com/merrymercy,http://lmzheng.net/,https://arxiv.org/search/?searchtype=author&query=Lianmin+Zheng&start=0,,,"x:2047513517499335101,x:2047513517499335101,arxiv:2605.06651v1,arxiv:2605.06501v1,arxiv:2605.08045v1,arxiv:2605.11272v1,arxiv:2605.13579v1","https://x.com/lm_zheng/status/2047513517499335101
https://x.com/lm_zheng/status/2047513517499335101
http://arxiv.org/abs/2605.06651v1
http://arxiv.org/abs/2605.06501v1
http://arxiv.org/abs/2605.13579v1
http://arxiv.org/abs/2605.08045v1
http://arxiv.org/abs/2605.11272v1"
Greg Yang,P0,person,业界,xAI,Theory,I am a mathematician at xAI. Previously I was a researcher at Microsoft Research.,xAI数学家，提出μP（maximal update parameterization）理论，奠定大模型超参数迁移的理论基础。,https://x.com/TheGregYang,非常,,employee,,,"au:""Greg Yang""",,,https://github.com/thegregyang,http://thegregyang.com,https://arxiv.org/search/?searchtype=author&query=Greg+Yang&start=0,,,"x:2051850616146993540,x:2051863269988778170,x:2056848722856988757,x:2057587902025286029,x:2057588088009109849,x:2057588224596525464,x:2057568273261277404,x:2057988326909723085,x:2057984143192187036,x:2058750471221989748,x:2058746664098369970,x:2058750471221989748,x:2058746664098369970,x:2060043549207626128,x:2059802388824019312,x:2060453899560276349,x:2060887045804003604,x:2060887045804003604,x:2061134335827456478,x:2061662320913428806,x:2062007234914361776","https://x.com/TheGregYang/status/2051850616146993540
https://x.com/TheGregYang/status/2051863269988778170
https://x.com/TheGregYang/status/2058746664098369970
https://x.com/TheGregYang/status/2058750471221989748
https://x.com/TheGregYang/status/2058746664098369970
https://x.com/TheGregYang/status/2058750471221989748
https://x.com/TheGregYang/status/2060043549207626128
https://x.com/TheGregYang/status/2059802388824019312
https://x.com/TheGregYang/status/2056848722856988757
https://x.com/TheGregYang/status/2057588088009109849
https://x.com/TheGregYang/status/2057588224596525464
https://x.com/TheGregYang/status/2057568273261277404
https://x.com/TheGregYang/status/2057587902025286029
https://x.com/TheGregYang/status/2057984143192187036
https://x.com/TheGregYang/status/2057988326909723085
https://x.com/TheGregYang/status/2060453899560276349
https://x.com/TheGregYang/status/2060887045804003604
https://x.com/TheGregYang/status/2060887045804003604
https://x.com/TheGregYang/status/2061134335827456478
https://x.com/TheGregYang/status/2061662320913428806
https://x.com/TheGregYang/status/2062007234914361776"
Eric Zelikman,P0,person,业界,xAI,Reasoning,Previously was a Ph.D. candidate at Stanford.,前Stanford博士生，STaR论文第一作者，开创自我推理引导（self-taught reasoner）方向的代表性研究者。,https://x.com/ericzelikman,一般,,employee,,,"au:""Eric Zelikman""",,,,http://humansand.ai,https://arxiv.org/search/?searchtype=author&query=Eric+Zelikman&start=0,,,"x:2051730946098176035,x:2064442174373314701","https://x.com/ericzelikman/status/2051730946098176035
https://x.com/ericzelikman/status/2064442174373314701"
Yuhuai (Tony) Wu,P0,person,业界,xAI,Reasoning,"Co-Founder@xAI；
STaR, Minerva, AlphaGeometry, Autoformalization, AlphaStar, Memorizing transformer.",xAI联合创始人，主导STaR、Minerva、AlphaGeometry等推理里程碑工作，AI数学推理赛道领军人物。,https://x.com/Yuhu_ai_,一般,,founder,,,"au:""Yuhuai (Tony) Wu""",,https://scholar.google.com/citations?user=bnQMuzgAAAAJ&hl=en,https://github.com/tonywu95,https://yuhuaiwu.github.io/,https://arxiv.org/search/?searchtype=author&query=Yuhuai+%28Tony%29+Wu&start=0,,,"arxiv:2605.13229v1,arxiv:2605.13113v1","http://arxiv.org/abs/2605.13113v1
http://arxiv.org/abs/2605.13229v1"
Ting Chen,P0,person,业界,xAI,Generative AI,Formerly at Deepmind,前DeepMind研究员，现xAI生成式AI核心成员，在自监督视觉表示学习（SimCLR）领域有重要贡献。,https://x.com/tingchenai,一般,,employee,,,"au:""Ting Chen""",,,,,https://arxiv.org/search/?searchtype=author&query=Ting+Chen&start=0,,,"arxiv:2605.29657,arxiv:2606.05925","https://arxiv.org/abs/2605.29657
https://arxiv.org/abs/2606.05925"
Guodong Zhang,P0,person,业界,xAI,,,xAI研究员，专注优化与训练理论方向，参与前沿大模型训练体系建设。,https://x.com/Guodzh,一般,,employee,,,"au:""Guodong Zhang""",,,,,https://arxiv.org/search/?searchtype=author&query=Guodong+Zhang&start=0,,,"x:2051744398082519234,arxiv:2605.08043v1,x:2052850705795559735,x:2058049979814731906,x:2058049393887187436,x:2058049979814731906,x:2058049393887187436","https://x.com/Guodzh/status/2051744398082519234
https://x.com/Guodzh/status/2053359158947099065
http://arxiv.org/abs/2605.08043v1
https://x.com/Guodzh/status/2052850705795559735
https://x.com/Guodzh/status/2058049393887187436
https://x.com/Guodzh/status/2058049979814731906
https://x.com/Guodzh/status/2058049979814731906
https://x.com/Guodzh/status/2058049393887187436"
Jason Weston,P0,person,业界,Meta,"pretrain, posttrain",Pretrain+SFT: NLP from Scratch (2011). Multilayer attention+position encode+LLM: MemNet (2015). Recent (2024): Self-Rewarding LLMs & more!,Meta资深研究员，NLP from Scratch奠基人，MemNet先驱，近期Self-Reward等后训练方向持续引领潮流。,https://x.com/jaseweston,一般,,employee,,,"au:""Jason Weston""",,https://scholar.google.com/citations?hl=en&amp;user=lMkTx0EAAAAJ&amp;view_op=list_works&amp;sortby=pubdate,,http://www.jaseweston.com,https://arxiv.org/search/?searchtype=author&query=Jason+Weston&start=0,,,"x:2047690308217926055,x:2064376862340472948","https://x.com/jaseweston/status/2047690308217926055
https://x.com/jaseweston/status/2064376862340472948"
Ishan Misra,P0,person,业界,Meta,Multimodal,Tech Lead of Movie Gen Meta.,Meta Movie Gen技术负责人，多模态生成模型领域核心领导者，主导视频生成旗舰项目。,https://x.com/imisra_,一般,,employee,,,"au:""Ishan Misra""",,https://scholar.google.com/citations?user=WvufSLAAAAAJ&amp;hl=en,https://github.com/imisra,https://imisra.github.io/,https://arxiv.org/search/?searchtype=author&query=Ishan+Misra&start=0,,,,
Armen Aghajanyan,P0,person,业界,Meta,Multimodal,Fomerly at Meta,前Meta研究员，多模态大模型方向核心贡献者，参与Meta多项多模态基础模型研究。,https://x.com/armenagha,一般,,employee,,,"au:""Armen Aghajanyan""",,,,,https://arxiv.org/search/?searchtype=author&query=Armen+Aghajanyan&start=0,,,"x:2047571435225223577,x:2054223706155839644,x:2054223715949543823,x:2054250116568273216,x:2054666602348724552,x:2057994601735319664,x:2062606480831119524","https://x.com/ArmenAgha/status/2047571435225223577
https://x.com/ArmenAgha/status/2054666602348724552
https://x.com/ArmenAgha/status/2054223715949543823
https://x.com/ArmenAgha/status/2054223706155839644
https://x.com/ArmenAgha/status/2054223714557014133
https://x.com/ArmenAgha/status/2054250116568273216
https://x.com/ArmenAgha/status/2057994601735319664
https://x.com/ArmenAgha/status/2062606480831119524"
Soumith Chintala,P0,person,业界,Meta,,PyTorch创始人,PyTorch创始人，奠定现代深度学习框架基础设施，对整个AI研究生态具有跨时代影响力。,https://x.com/soumithchintala,非常,,employee,,,"au:""Soumith Chintala""",,https://scholar.google.com/citations?user=36ofBJgAAAAJ,https://github.com/soumith/,http://soumith.ch,https://arxiv.org/search/?searchtype=author&query=Soumith+Chintala&start=0,,,"x:2048756358820827564,x:2048756358820827564,x:2048756358820827564,x:2053940215505645938,x:2054248270780604876,x:2054632560559259950,x:2061256096719970337,x:2061257183250313256,x:2062882639044903379","https://x.com/soumithchintala/status/2048756358820827564
https://x.com/soumithchintala/status/2048756358820827564
https://x.com/soumithchintala/status/2048756358820827564
https://x.com/soumithchintala/status/2054632560559259950
https://x.com/soumithchintala/status/2053940215505645938
https://x.com/soumithchintala/status/2054248270780604876
https://x.com/soumithchintala/status/2062882639044903379
https://x.com/swyx/status/2061257183250313256
https://x.com/swyx/status/2061256096719970337"
Steven Johnson,P0,person,业界,Google,,"Editorial Director, NotebookLM and Google Labs",Google Labs NotebookLM编辑总监，主导AI内容与产品叙事方向，一线产品与AI应用交汇的代表性角色。,https://x.com/stevenbjohnson,非常,,employee,,,"au:""Steven Johnson""",,,,https://adjacentpossible.substack.com/about,https://arxiv.org/search/?searchtype=author&query=Steven+Johnson&start=0,,,"arxiv:2604.23051v1,x:2047803026212049060,x:2051748207760191972,x:2062198889265209848,x:2062591013714317582,x:2064025922479808890,x:2064154364772839570","https://x.com/stevenbjohnson/status/2051748207760191972
https://x.com/stevenbjohnson/status/2047803026212049060
http://arxiv.org/abs/2604.23051v1
https://x.com/stevenbjohnson/status/2062591013714317582
https://x.com/stevenbjohnson/status/2062198889265209848
https://x.com/stevenbjohnson/status/2064025922479808890
https://x.com/stevenbjohnson/status/2064154364772839570"
